company_name,company_description,relationship_to_bond,sector,industry,ISIN,bond_destination,coupon_rate,total_bond_amount,nominal_amount,quarter_created,year_created,maturity_date,bond_currency,country,status,stocks_info,bond_types,Floating rate,Foreign bonds,Green bonds,Securitization,Senior Secured,Senior Unsecured,Zero-coupon bonds
Renault,"Renault S.A. is a French multinational vehicle manufacturer established in 1899. In 2011, Renault was the third biggest European automaker by production behind Volkswagen Group and PSA and the ninth biggest automaker by production in the ...",Profile,corporate,Engineering industry,FR0013299435,International bonds,1%,"750,000,000 EUR","1,000 EUR",Q4,2017,11/28/2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Klepierre,Klépierre is a French real estate investment company. It was founded in 1990 and specializes in commercial real estate.,Profile,corporate,Financial institutions,FR0013300605,International bonds,1.63%,"840,000,000 EUR","100,000 EUR",Q4,2017,12/13/2032, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Aeroports de Paris,"Aéroports de Paris builds, develops, and manages airports, including Paris-Charles de Gaulle, Paris-Orly, and Paris-Le Bourget. The company provides facilities to accommodate passengers and airlines, as well as offers cargo and postal services in its airports. ...",Profile,corporate,Transportation,FR0013302197,International bonds,1%,"500,000,000 EUR","100,000 EUR",Q4,2017,12/13/2027, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Schneider Electric,"Schneider Electric SA specializes in energy management and offers integrated solutions in energy and infrastructure, industrial processes, building automation, residential applications, and data centers/networks in France and internationally. The company operates in five segments: Power, Infrastructure, ...",Profile,corporate,Power,FR0013302809,International bonds,0.88%,"750,000,000 EUR","100,000 EUR",Q4,2017,12/13/2026, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Unibail-Rodamco SE,"Unibail-Rodamco-Westfield SE owns, develops, operates, and manages retail assets and properties. The Company offers outstanding services, bold digital marketing, unique design, leasing, differentiating premium retailers, and inspiring events. Unibail-Rodamco-Westfield serves shopping centers, office buildings, airports, and ...",Profile,corporate,Construction and development,XS0894202968,International bonds,2.38%,"418,380,000 EUR","1,000 EUR",Q4,2017,2/25/2021, EUR,France,Matured,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Total,"Total SE (before July 2020 it was called TOTAL S.A.) explores for, produces, refines, transports, and markets oil and natural gas. The Company also operates a chemical division which produces polypropylene, polyethylene, polystyrene, rubber, paint, ink, ...",Profile,corporate,Oil and gas,XS1693818285,International bonds,0.63%,"500,000,000 EUR","100,000 EUR",Q4,2017,10/4/2024, EUR,France,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Total,"Total SE (before July 2020 it was called TOTAL S.A.) explores for, produces, refines, transports, and markets oil and natural gas. The Company also operates a chemical division which produces polypropylene, polyethylene, polystyrene, rubber, paint, ink, ...",Profile,corporate,Oil and gas,XS1693818525,International bonds,1.38%,"1,000,000,000 EUR","100,000 EUR",Q4,2017,10/4/2029, EUR,France,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Leonardo,"Leonardo (formerly Finmeccanica) engages in helicopters, defence and security electronics, aeronautics, space, defence systems, energy, and transportation activities primarily in Italy, the United Kingdom, rest of Europe, and North America. The company manufactures tactical airlifters, combat ...",Profile,corporate,Engineering industry,XS0215093534,International bonds,4.88%,"500,000,000 EUR","1,000 EUR",Q4,2017,3/24/2025, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Leonardo,"Leonardo (formerly Finmeccanica) engages in helicopters, defence and security electronics, aeronautics, space, defence systems, energy, and transportation activities primarily in Italy, the United Kingdom, rest of Europe, and North America. The company manufactures tactical airlifters, combat ...",Profile,corporate,Engineering industry,XS0458887030,International bonds,5.25%,"555,508,000 EUR",1 EUR,Q4,2017,1/21/2022, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Leonardo,"Leonardo (formerly Finmeccanica) engages in helicopters, defence and security electronics, aeronautics, space, defence systems, energy, and transportation activities primarily in Italy, the United Kingdom, rest of Europe, and North America. The company manufactures tactical airlifters, combat ...",Profile,corporate,Engineering industry,XS0999654873,International bonds,4.50%,"738,584,000 EUR","1,000 EUR",Q4,2017,1/19/2021, EUR,Italy,Matured,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Leonardo,"Leonardo (formerly Finmeccanica) engages in helicopters, defence and security electronics, aeronautics, space, defence systems, energy, and transportation activities primarily in Italy, the United Kingdom, rest of Europe, and North America. The company manufactures tactical airlifters, combat ...",Profile,corporate,Engineering industry,XS1627782771,International bonds,1.50%,"600,000,000 EUR","1,000 EUR",Q4,2017,6/7/2024, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Telecom Italia (TIM),"Telecom Italia S.p.A., doing business as Tim S.P.A. offers cellular telephone services. The Company provides internet access, fixed and mobile telecommunications, data transmission, repairs, and after-sales services, as well as sells telephones and accessories. Tim serves ...",Profile,corporate,Communication,XS1698218523,International bonds,2.38%,"1,250,000,000 EUR","1,000 EUR",Q4,2017,10/12/2027, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Covivio (Fonciere des Regions),Foncière des Régions is a holding company of real estate investment (REIT) companies that own residential and commercial properties in 8 countries (mostly Europe). Its business comes from the rental and leasing of properties (including hotels ...,Profile,corporate,Financial institutions,XS1698714000,International bonds,1.63%,"300,000,000 EUR","1,000 EUR",Q4,2017,10/17/2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Snam,"Snam S.p.A. owns and operates Italy's natural-gas distribution network. The Company transports gas on behalf of importers, distributors, and companies supplying Italian households. Snam owns a network of high-and medium-pressure pipes, including trunk lines connected to ...",Profile,corporate,Transportation,XS1700721464,International bonds,1.38%,"650,000,000 EUR","1,000 EUR",Q4,2017,10/25/2027, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
A2A,"A2A S.p.A., together with its subsidiaries, engages in the production, sale, and distribution of gas and electricity; and district heating, environmental services, and integrated water cycle activities primarily in Italy. The company operates through five segments: ...",Profile,corporate,Power,XS1701884204,International bonds,1.63%,"300,000,000 EUR","1,000 EUR",Q4,2017,10/19/2027, EUR,Italy,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Iren S.p.A.,"Iren S.p.A., a multiutility company, is primarily engaged in the production, distribution, and sale of electricity in Italy. It produces electricity principally from hydroelectric and renewable sources. The company also produces and sells heat; and distributes ...",Profile,corporate,Power,XS1704789590,International bonds,1.50%,"500,000,000 EUR","1,000 EUR",Q4,2017,10/24/2027, EUR,Italy,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,no,yes,no
Esselunga,Esselunga,Borrower,corporate,Trade and retail,XS1706921951,International bonds,0.88%,"500,000,000 EUR","1,000 EUR",Q4,2017,10/25/2023, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Esselunga,Esselunga,Borrower,corporate,Trade and retail,XS1706922256,International bonds,1.88%,"500,000,000 EUR","1,000 EUR",Q4,2017,10/25/2027, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
2i rete gas,2i rete gas,Borrower,corporate,Public utilities,XS1709374497,International bonds,1.61%,"730,000,000 EUR","1,000 EUR",Q4,2017,10/31/2027, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
2i rete gas,2i rete gas,Borrower,corporate,Public utilities,XS1709374497,International bonds,1.61%,"730,000,000 EUR","1,000 EUR",Q4,2017,10/31/2027, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Ferrovie dello Stato,"Ferrovie dello Stato Italiane SpA, together with its subsidiaries, provides rail transportation of passengers and freight in Italy and internationally. It offers mobility services at metropolitan, regional, and interregional levels; and cargo transportation services for petrochemical, ...",Profile,corporate,Transportation,XS1732400319,International bonds,0.88%,"600,000,000 EUR","1,000 EUR",Q4,2017,12/7/2023, EUR,Italy,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,no,yes,no
Ferrovie dello Stato,"Ferrovie dello Stato Italiane SpA, together with its subsidiaries, provides rail transportation of passengers and freight in Italy and internationally. It offers mobility services at metropolitan, regional, and interregional levels; and cargo transportation services for petrochemical, ...",Profile,corporate,Transportation,FR0014000C08,Domestic bonds,0.88%,"600,000,000 EUR","1,000 EUR",Q4,2017,12/7/2023, EUR,Italy,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,no,yes,no
Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV manufactures alcoholic beverages. The Company produces and distributes beers. Anheuser-Busch InBev serves customers worldwide.,Profile,corporate,Food industry,BE6301509012,International bonds,FRN,"1,500,000,000 EUR","1,000 EUR",Q1,2018,4/15/2024, EUR,Belgium,Outstanding,"Par amount, integral multiple",Floating rate,yes,no,no,no,no,no,no
Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV manufactures alcoholic beverages. The Company produces and distributes beers. Anheuser-Busch InBev serves customers worldwide.,Profile,corporate,Food industry,BE6301510028,International bonds,1.15%,"2,000,000,000 EUR","1,000 EUR",Q1,2018,1/22/2027, EUR,Belgium,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Anheuser-Busch InBev,Anheuser-Busch InBev SA/NV manufactures alcoholic beverages. The Company produces and distributes beers. Anheuser-Busch InBev serves customers worldwide.,Profile,corporate,Food industry,BE6301511034,International bonds,2%,"750,000,000 EUR","1,000 EUR",Q1,2018,1/23/2035, EUR,Belgium,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Metropolitano de Lisboa,"The Lisbon Metro (Portuguese: Metropolitano de Lisboa) is the metro (subway) system of Lisbon, Portugal. Opened in December 1959, it was the first subway system in Portugal. As of 2012, the four Lisbon metro lines total ...",Profile,corporate,Transportation,PTMTLDOM0005,International bonds,5.75%,"400,000,000 EUR","50,000 EUR",Q1,2018,2/4/2019, EUR,Portugal,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Exor NV,"Exor N.V. is an Italian leading investment company, incorporated in The Netherlands and controlled by Italy's Agnelli/Elkann family.",Profile,corporate,Financial institutions,XS1753808929,International bonds,1.75%,"500,000,000 EUR","1,000 EUR",Q1,2018,1/18/2028, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Redes Energeticas Nacionais (REN),A Portuguese energy sector company which is the current concession holder of the country's two main energy infrastructure networks: the National Electricity Transmission Grid (RNT) and the National Natural Gas Transportation Grid (RNTGN).,Profile,corporate,Power,XS1753814737,International bonds,1.75%,"300,000,000 EUR","1,000 EUR",Q1,2018,1/18/2028, EUR,Portugal,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Aroundtown,Aroundtown SA operates as a real estate company. The Company manages and invests in commercial and residential real estate assets. Aroundtown serves customers in Europe. The compamy was formerly known as Aroundtown Property Holdings Plc.,Profile,corporate,Construction and development,XS1761721262,International bonds,1.63%,"800,000,000 EUR","100,000 EUR",Q1,2018,1/31/2028, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Novartis,"Novartis manufactures pharmaceutical and consumer healthcare products. The Company produces pharmaceuticals for cardiovascular, respiratory and infectious diseases, oncology, neuroscience, transplantation, dermatology, gastrointestinal and urinary conditions, arthritis, vaccines and diagnostics, vision, and animal health products.",Profile,corporate,Healthсare,XS1769040111,International bonds,0.50%,"750,000,000 EUR","1,000 EUR",Q1,2018,8/14/2023, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Novartis,"Novartis manufactures pharmaceutical and consumer healthcare products. The Company produces pharmaceuticals for cardiovascular, respiratory and infectious diseases, oncology, neuroscience, transplantation, dermatology, gastrointestinal and urinary conditions, arthritis, vaccines and diagnostics, vision, and animal health products.",Profile,corporate,Healthсare,XS1769041192,International bonds,1.38%,"750,000,000 EUR","1,000 EUR",Q1,2018,8/14/2030, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Novartis,"Novartis manufactures pharmaceutical and consumer healthcare products. The Company produces pharmaceuticals for cardiovascular, respiratory and infectious diseases, oncology, neuroscience, transplantation, dermatology, gastrointestinal and urinary conditions, arthritis, vaccines and diagnostics, vision, and animal health products.",Profile,corporate,Healthсare,XS1769041606,International bonds,1.70%,"750,000,000 EUR","1,000 EUR",Q1,2018,8/14/2038, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Unilever,"Unilever PLC (PLC), is a supplier of fast moving consumer goods. The two parent companies, Unilever N.V. (NV) and PLC, together with their group companies, operate as Unilever Group (Unilever). Its products are grouped into four ...",Profile,corporate,Chemical and petrochemical industry,XS1769090728,International bonds,0.50%,"500,000,000 EUR","1,000 EUR",Q1,2018,8/12/2023, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Unilever,"Unilever PLC (PLC), is a supplier of fast moving consumer goods. The two parent companies, Unilever N.V. (NV) and PLC, together with their group companies, operate as Unilever Group (Unilever). Its products are grouped into four ...",Profile,corporate,Chemical and petrochemical industry,XS1769090991,International bonds,1.13%,"700,000,000 EUR","1,000 EUR",Q1,2018,2/12/2027, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Unilever,"Unilever PLC (PLC), is a supplier of fast moving consumer goods. The two parent companies, Unilever N.V. (NV) and PLC, together with their group companies, operate as Unilever Group (Unilever). Its products are grouped into four ...",Profile,corporate,Chemical and petrochemical industry,XS1769091296,International bonds,1.63%,"800,000,000 EUR","1,000 EUR",Q1,2018,2/12/2033, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Grand City Properties,"Grand City Properties S.A. specializes in buying, re-developing, optimizing and repositioning real estate properties in Germany. The Company owns and , manages units located mainly in Berlin, North Rhine, Westphalia, Dresden, Leipzig, Halle, Bremen, Nuremberg and ...",Profile,corporate,Construction and development,XS1781401085,International bonds,1.50%,"667,600,000 EUR","100,000 EUR",Q1,2018,2/22/2027, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Daimler International Finance B.V.,Daimler International Finance B.V. operates as a subsidiary of Daimler AG.,Profile,corporate,Engineering industry,DE000A19UNN9,International bonds,FRN,"750,000,000 EUR","100,000 EUR",Q1,2018,1/11/2023, EUR,Netherlands,Outstanding,"Par amount, integral multiple","Senior Unsecured, Floating rate",yes,no,no,no,no,yes,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A19UR61,International bonds,0.75%,"500,000,000 EUR","100,000 EUR",Q1,2018,1/15/2024, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Vonovia Finance BV,"Vonovia Finance B.V. is a debt issuing vehicle. The company was formerly known as Deutsche Annington Finance B.V. The company is based in Eemnes, the Netherlands. Vonovia Finance B.V. operates as a subsidiary of Vonovia SE.",Profile,corporate,Financial institutions,DE000A19UR79,International bonds,1.50%,"500,000,000 EUR","100,000 EUR",Q1,2018,1/14/2028, EUR,Netherlands,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Deutsche Telekom,"Deutsche Telekom AG offers telecommunications services. The Company offers a full range of fixed-line telephone services, mobile communications services, Internet access, and combined information technology and telecommunications services for businesses.",Profile,corporate,Communication,XS1732232340,International bonds,0.63%,"750,000,000 EUR","1,000 EUR",Q1,2018,12/13/2024, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
BMW,Bayerische Motoren Werke Aktiengesellschaft (BMW) manufactures and sells luxury cars and motorcycles worldwide. The Company produces everything from convertible sports cars to luxury sedans to touring motorcycles with large displacement engines. BMW serves customers throughout the ...,Profile,corporate,Engineering industry,XS1747444245,International bonds,0.38%,"1,250,000,000 EUR","1,000 EUR",Q1,2018,7/10/2023, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
BMW,Bayerische Motoren Werke Aktiengesellschaft (BMW) manufactures and sells luxury cars and motorcycles worldwide. The Company produces everything from convertible sports cars to luxury sedans to touring motorcycles with large displacement engines. BMW serves customers throughout the ...,Profile,corporate,Engineering industry,XS1747444831,International bonds,1.13%,"750,000,000 EUR","1,000 EUR",Q1,2018,1/10/2028, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Deutsche Bahn,"Deutsche Bahn AG provides railway services. The Company offers passenger and cargo transportation, press, and logistics services to rail, road, ocean, and air traffic networks. Deutsche Bahn serves customers in Germany.",Profile,corporate,Transportation,XS1752475720,International bonds,1%,"1,000,000,000 EUR","1,000 EUR",Q1,2018,12/17/2027, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
E.ON,"E.ON SE operates as an international and privately-owned energy supplier. The Company's main segments are renewable, developing and operating renewable assets, energy networks, power and gas distribution business, and customer solutions which develops energy solutions.",Profile,corporate,Power,XS1761785077,International bonds,1.50%,"1,000,000,000 EUR","1,000 EUR",Q1,2018,7/31/2029, EUR,Germany,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Naturgy Energy Group,"Naturgy Energy Group SA (formerly Gas Natural SDG SA) provides utility services. The Company offers natural gas trading services, as well as maintenance, insurance, and security system solutions. Gas Natural SUR SDG serves customers in Spain.",Profile,corporate,Public utilities,XS1062909624,International bonds,2.63%,"200,000,000 EUR","100,000 EUR",Q1,2018,5/8/2023, EUR,Spain,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Naturgy Energy Group,"Naturgy Energy Group SA (formerly Gas Natural SDG SA) provides utility services. The Company offers natural gas trading services, as well as maintenance, insurance, and security system solutions. Gas Natural SUR SDG serves customers in Spain.",Profile,corporate,Public utilities,XS1755428502,International bonds,1.50%,"850,000,000 EUR","100,000 EUR",Q1,2018,1/29/2028, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Telefonica SA,"Telefonica S.A. provides telecommunications services mainly to countries in Europe and Latin America. The Company offers fixed-line and mobile telephone, Internet, and data transmission services to residential and corporate customers.",Profile,corporate,Communication,XS1756296965,International bonds,1.45%,"1,000,000,000 EUR","100,000 EUR",Q1,2018,1/22/2027, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Prosegur Compania de Seguridad SA,Prosegur Compania de Seguridad SA,Borrower,corporate,Financial institutions,XS1759603761,International bonds,1%,"700,000,000 EUR","100,000 EUR",Q1,2018,2/8/2023, EUR,Spain,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Sampo Group,Sampo Group,Borrower,corporate,Financial institutions,XS1775786574,International bonds,1.63%,"500,000,000 EUR","1,000 EUR",Q1,2018,2/21/2028, EUR,Finland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
ESSILORLUXOTTICA,ESSILORLUXOTTICA is a company specializing in the production of eyewear.,Profile,corporate,Other sectors,FR0011842913,International bonds,2.38%,"300,000,000 EUR","100,000 EUR",Q1,2018,4/9/2024, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Sanofi,"Sanofi SA, formerly Sanofi-Aventis, is a global and diversified healthcare company. The Company discovers, develops and distributes therapeutic solutions focused on patients’ needs. Sanofi focuses on the field of healthcare with six growth platforms: diabetes solutions, ...",Profile,corporate,Healthсare,FR0012969012,International bonds,FRN,"750,000,000 EUR","100,000 EUR",Q1,2018,3/22/2019, EUR,France,Matured,"Par amount, integral multiple",Floating rate,yes,no,no,no,no,no,no
Klepierre,Klépierre is a French real estate investment company. It was founded in 1990 and specializes in commercial real estate.,Profile,corporate,Financial institutions,FR0013030038,International bonds,2.13%,"255,000,000 EUR","100,000 EUR",Q1,2018,10/22/2025, EUR (8),France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Orange,"Orange SA provides telecommunications services to residential, professional, and large business customers. The Company offers public fixed-line telephone, leased lines and data transmission, mobile telecommunications, cable television, Internet and wireless applications, and broadcasting services, as well ...",Profile,corporate,Communication,FR0013310224,International bonds,1.38%,"1,000,000,000 EUR","100,000 EUR",Q1,2018,1/16/2030, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Autoroutes Du Sud de La France,"Autoroutes du Sud de la France provides infrastructure concession. The Company operates highway, bridges, and tunnels.",Profile,corporate,Transportation,FR0013310455,International bonds,1.38%,"1,000,000,000 EUR","100,000 EUR",Q1,2018,1/22/2030, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Thales,Thales,Issuer,corporate,Information and High Technologies,FR0013311347,International bonds,0.75%,"500,000,000 EUR","100,000 EUR",Q1,2018,1/23/2025, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Enel,"Enel SpA operates as an integrated electricity and gas distributions company. The Company generates, distributes, and sells electricity and gas. Enel also provides electric transportation and storage services. Enel serves customers worldwide.",Profile,corporate,Power,XS1750986744,International bonds,1.13%,"1,250,000,000 EUR","1,000 EUR",Q1,2018,9/16/2026, EUR,Italy,Outstanding,"Par amount, integral multiple","Green bonds, Senior Unsecured",no,no,yes,no,no,yes,no
Acea,"Acea S.p.A., a multiutility company, manages and develops networks and services in the water, energy, and environmental sectors. It provides services to 9 million people and has equity interests in companies operating in Lazio, Tuscany, Umbria, ...",Profile,corporate,Power,XS1767087866,International bonds,1.50%,"700,000,000 EUR","1,000 EUR",Q1,2018,6/8/2027, EUR,Italy,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Covivio (Fonciere des Regions),Foncière des Régions is a holding company of real estate investment (REIT) companies that own residential and commercial properties in 8 countries (mostly Europe). Its business comes from the rental and leasing of properties (including hotels ...,Profile,corporate,Financial institutions,XS1772457633,International bonds,2.38%,"300,000,000 EUR","1,000 EUR",Q1,2018,2/20/2028, EUR,France,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Befimmo,Befimmo,Issuer,corporate,Construction and development,BE0002584622,International bonds,2.10%,"125,000,000 EUR","100,000 EUR",Q1,2018,3/12/2026, EUR,Belgium,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Comboios de Portugal,"CP — Comboios de Portugal, EPE (CP; English: Trains of Portugal) is a state-owned company which operates freight and passenger trains in Portugal. Before June 2009, CP stood for Caminhos de Ferro Portugueses (English: Portuguese Railways) ...",Profile,corporate,Transportation,PTCFPAOM0002,International bonds,4.17%,"500,000,000 EUR","50,000 EUR",Q1,2018,10/16/2019, EUR,Portugal,Matured,"Par amount, integral multiple",,no,no,no,no,no,no,no
Metropolitano de Lisboa,"The Lisbon Metro (Portuguese: Metropolitano de Lisboa) is the metro (subway) system of Lisbon, Portugal. Opened in December 1959, it was the first subway system in Portugal. As of 2012, the four Lisbon metro lines total ...",Profile,corporate,Transportation,PTMTLCOM0006,International bonds,4.80%,"400,000,000 EUR","50,000 EUR",Q1,2018,12/7/2027, EUR,Portugal,Outstanding,"Par amount, integral multiple",,no,no,no,no,no,no,no
Holcim Ltd,"Holcim Ltd (formerly LafargeHolcim Ltd) provides building materials. The Company produces and markets ready-mixed concrete, cement, clinker, and ad-mixtures, as well as provides consulting and engineering services in all areas of the cement manufacturing process. LafargeHolcim ...",Profile,corporate,Construction and development,XS1019821732,International bonds,3%,"500,000,000 EUR","1,000 EUR",Q1,2018,1/22/2024, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
W.P. Carey,W. P. Carey Inc. is an independent equity real estate investment trust. The firm also provides long-term sale-leaseback and build-to-suit financing for companies. It invests in the real estate markets across the globe. The firm primarily ...,Profile,corporate,Financial institutions,XS1785458172,International bonds,2.13%,"500,000,000 EUR","1,000 EUR",Q1,2018,4/15/2027, EUR,USA,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Koninklijke Ahold Delhaize,"Ahold Delhaize is an international food retail group, operating supermarkets and e-commerce businesses. Its 21 local brands employ more than 375,000 associates in 6,500 stores in 11 countries. Formats include supermarkets, convenience stores, hypermarkets, online grocery, ...",Profile,corporate,Trade and retail,XS1787477543,International bonds,1.13%,"500,000,000 EUR","1,000 EUR",Q1,2018,3/19/2026, EUR,Netherlands,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Koninklijke Ahold Delhaize,"Ahold Delhaize is an international food retail group, operating supermarkets and e-commerce businesses. Its 21 local brands employ more than 375,000 associates in 6,500 stores in 11 countries. Formats include supermarkets, convenience stores, hypermarkets, online grocery, ...",Profile,corporate,Trade and retail,XS1787517199,International bonds,FRN,"300,000,000 EUR","1,000 EUR",Q1,2018,3/19/2021, EUR,Netherlands,Matured,"Par amount, integral multiple",Floating rate,yes,no,no,no,no,no,no
Compagnie Financiere Richemont,"Richemont owns several of the world's leading companies in the field of luxury goods, with particular strengths in jewellery, watches and writing instruments.",Profile,corporate,Other sectors,XS1789751531,International bonds,1%,"1,500,000,000 EUR","1,000 EUR",Q1,2018,3/26/2026, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Compagnie Financiere Richemont,"Richemont owns several of the world's leading companies in the field of luxury goods, with particular strengths in jewellery, watches and writing instruments.",Profile,corporate,Other sectors,XS1789752182,International bonds,1.50%,"1,250,000,000 EUR","1,000 EUR",Q1,2018,3/26/2030, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Compagnie Financiere Richemont,"Richemont owns several of the world's leading companies in the field of luxury goods, with particular strengths in jewellery, watches and writing instruments.",Profile,corporate,Other sectors,XS1789759195,International bonds,2%,"1,000,000,000 EUR","1,000 EUR",Q1,2018,3/26/2038, EUR,Switzerland,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
RELX Plc,RELX Group is a provider of information and analytics for professional and business customers across industries.,Profile,corporate,Information and High Technologies,XS1793224632,International bonds,1.50%,"500,000,000 EUR","1,000 EUR",Q1,2018,5/13/2027, EUR,United Kingdom,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
SES,"SES Société Anonyme provides satellite communications services to broadcasters, content and Internet service providers, mobile and fixed network operators, and business and governmental organizations worldwide. It offers satellite capacity for direct-to-home broadcasting, and feeds for cable ...",Profile,corporate,Communication,XS1796208632,International bonds,1.63%,"500,000,000 EUR","1,000 EUR",Q1,2018,3/22/2026, EUR,Luxembourg,Outstanding,"Par amount, integral multiple",Senior Unsecured,no,no,no,no,no,yes,no
Vonovia SE,Vonovia SE holds and manages residential real estate properties in Germany.,Profile,corporate,Construction and development,DE000A19X793,International bonds,FRN,"600,000,000 EUR","100,000 EUR",Q1,2018,12/22/2022, EUR,Germany,Outstanding,"Par amount, integral multiple","Foreign bonds, Floating rate",yes,yes,no,no,no,no,no
